"","county","trade_name","account","license_type","expiration_date","lat","lon","address_full","publish_date","state","expired_y_n"
"1541",NA,"WAWA STORE #8338","NJ_22_6950",NA,2024-03-31,39.8980285,-75.4669495,"260 WEST BALTIMORE PIKE, WAWA, PA, 19063",2023-04-01,"NJ","ACTIVE"
"1542",NA,"WAWA STORE #8326","NJ_22_6951",NA,2024-03-31,39.8990076,-75.466756,"280 WEST BALTIMORE PIKE, WAWA, PA, 19063",2023-04-01,"NJ","ACTIVE"
"1543",NA,"WAWA FOOD MARKET 754","NJ_22_6952",NA,2024-03-31,39.9004911,-75.4617696,"BALTIMORE PIKE AND WAWA RD, WAWA, PA, 19063",2023-04-01,"NJ","ACTIVE"
"1544",NA,"WAWA FOOD MARKET 485","NJ_22_6953",NA,2024-03-31,39.9004911,-75.4617696,"BALTIMORE PIKE AND WAWA RD, WAWA, PA, 19063",2023-04-01,"NJ","ACTIVE"
"1545",NA,"BJ'S 100","NJ_22_7074",NA,2024-03-31,42.2867473,-71.5782371,"25 RESEARCH DR, WESTBOROUGH, MA, 01582",2023-04-01,"NJ","ACTIVE"
"1546",NA,"BJ'S 48","NJ_22_7075",NA,2024-03-31,42.2867473,-71.5782371,"25 RESEARCH DR C2, WESTBOROUGH, MA, 01581",2023-04-01,"NJ","ACTIVE"
"1547",NA,"BJ'S 67","NJ_22_7076",NA,2024-03-31,42.2867473,-71.5782371,"25 RESEARCH DRIVE SALES TAX C-2, WESTBOROUGH, MA, 01581",2023-04-01,"NJ","ACTIVE"
"1548",NA,"BJ'S 308","NJ_22_7077",NA,2024-03-31,42.2867473,-71.5782371,"25 RESEARCH RD, WESTBOROUGH, MA, 01582",2023-04-01,"NJ","ACTIVE"
"1549",NA,"BJ'S 94","NJ_22_7078",NA,2024-03-31,42.2867473,-71.5782371,"25 RESEARCH RD, WESTBOROUGH, MA, 01582",2023-04-01,"NJ","ACTIVE"
"1550",NA,"BJ'S 117","NJ_22_7079",NA,2024-03-31,42.2867473,-71.5782371,"25 RESEARCH RD, WESTBOROUGH, MA, 01582",2023-04-01,"NJ","ACTIVE"
"1551",NA,"BJ'S 8","NJ_22_7080",NA,2024-03-31,42.2638905,-71.6080009,"PO BOX 5230, WESTBOROUGH, MA, 01581",2023-04-01,"NJ","ACTIVE"
"1552",NA,"BJ'S 13","NJ_22_7081",NA,2024-03-31,42.2638905,-71.6080009,"PO BOX 5230, WESTBOROUGH, MA, 01581",2023-04-01,"NJ","ACTIVE"
"1553",NA,"BJ'S 73","NJ_22_7082",NA,2024-03-31,42.2638905,-71.6080009,"PO BOX 5230, WESTBOROUGH, MA, 01581",2023-04-01,"NJ","ACTIVE"
"1554",NA,"7-ELEVEN 10964F","NJ_22_7313",NA,2024-03-31,40.1702657,-75.1266981,"2711 EASTON RD, WILLOW GROVE, PA, 19090",2023-04-01,"NJ","ACTIVE"
"1555",NA,"VAPE SMOKE SHOP LLC","NJ_22_7315",NA,2024-03-31,39.7445052,-75.553405,"710 N WASHINGTON ST, WILMINGTON, DE, 19801",2023-04-01,"NJ","ACTIVE"
"1556",NA,"MIDNIGHT SMOKE SHOP LLC","NJ_22_7316",NA,2024-03-31,39.7445052,-75.553405,"710 N WASHINGTON ST, WILMINGTON, DE, 19801",2023-04-01,"NJ","ACTIVE"
"1557",NA,"A 2 Z SMOKE SHOP INC","NJ_22_7317",NA,2024-03-31,39.7445052,-75.553405,"710 N WASHINGTON ST, WILMINGTON, DE, 19801",2023-04-01,"NJ","ACTIVE"
"1558",NA,"ZAZA SMOKES SHOP II INC","NJ_22_7318",NA,2024-03-31,39.7445052,-75.553405,"710 N WASHINGTON ST, WILMINGTON, DE, 19801",2023-04-01,"NJ","ACTIVE"
"1559",NA,"ZAZA SMOKES SHOP INC","NJ_22_7319",NA,2024-03-31,39.7445052,-75.553405,"710 NORTH WASHINGTON STREET, WILMINGTON, DE, 19801",2023-04-01,"NJ","ACTIVE"
"1560",NA,"C & M OIL INC.","NJ_22_7377",NA,2024-03-31,40.7393842,-73.9188978,"46-13 48TH AVE, WOODSIDE, NY, 11377",2023-04-01,"NJ","ACTIVE"
"1561",NA,"PMK BEVERAGE INC","NJ_22_7385",NA,2024-03-31,40.2061054,-74.8679074,"301 OXFORD VALLEY RD STE 503, YARDLEY, PA, 19067",2023-04-01,"NJ","ACTIVE"
"1562",NA,"PACHIKARA ENTERPRISES LLC","NJ_22_7386",NA,2024-03-31,40.2061054,-74.8679074,"301 OXFORD VALLEY RD STE 503, YARDLEY, PA, 19067",2023-04-01,"NJ","ACTIVE"
"1563",NA,"IN & OUT CONVENIENCE STORE","NJ_22_7387",NA,2024-03-31,40.208045,-74.8665729,"301 OXFORD VALLEY RD SUITE 601A, YARDLEY, PA, 19067",2023-04-01,"NJ","ACTIVE"
"1564",NA,"ONE STEP SMOKE SHOP","NJ_22_121",NA,2023-03-31,40.0583238,-74.4056612,"NA, NA, NJ, 00000",2022-04-01,"NJ","EXPIRED"
"1565",NA,"THE BARGAIN STORE","NJ_22_199",NA,2023-03-31,40.0583238,-74.4056612,"NA, NA, NJ, 00000",2022-04-01,"NJ","EXPIRED"
"1566",NA,"BOARDWALK FASHION","NJ_22_200",NA,2023-03-31,40.0583238,-74.4056612,"NA, NA, NJ, 00000",2022-04-01,"NJ","EXPIRED"
"1567",NA,"WAWA STORE #8459","NJ_22_1007",NA,2023-03-31,40.0583238,-74.4056612,"NA, NA, NJ, 00000",2022-04-01,"NJ","EXPIRED"
"1568",NA,"WAWA, INC.","NJ_22_1008",NA,2023-03-31,40.0583238,-74.4056612,"NA, NA, NJ, 00000",2022-04-01,"NJ","EXPIRED"
"1569",NA,"WAWA, INC.","NJ_22_1009",NA,2023-03-31,40.0583238,-74.4056612,"NA, NA, NJ, 00000",2022-04-01,"NJ","EXPIRED"
"1570",NA,"WAWA, INC.","NJ_22_1010",NA,2023-03-31,40.0583238,-74.4056612,"NA, NA, NJ, 00000",2022-04-01,"NJ","EXPIRED"
"1571",NA,"WINE ANTHOLOGY","NJ_22_1587",NA,2023-03-31,40.0583238,-74.4056612,"NA, NA, NJ, 00000",2022-04-01,"NJ","EXPIRED"
"1572",NA,"SOUTH AMBOY LIQUOR & FOOD LIMITED LIABILITY COMPANY","NJ_22_3135",NA,2023-03-31,40.0583238,-74.4056612,"NA, NA, NJ, 00000",2022-04-01,"NJ","EXPIRED"
"1573",NA,"LATINOAMERICANA DELI AND GROCERY LLC","NJ_22_3407",NA,2023-03-31,40.0583238,-74.4056612,"NA, NA, NJ, 00000",2022-04-01,"NJ","EXPIRED"
"1574",NA,"PRITAMSWAMI LLC","NJ_22_3408",NA,2023-03-31,40.0583238,-74.4056612,"NA, NA, NJ, 00000",2022-04-01,"NJ","EXPIRED"
"1575",NA,"B & I DELI MARKET LLC","NJ_22_3553",NA,2023-03-31,40.0583238,-74.4056612,"NA, NA, NJ, 00000",2022-04-01,"NJ","EXPIRED"
"1576",NA,"CONVENIENCE SHOP LLC","NJ_22_3823",NA,2023-03-31,40.0583238,-74.4056612,"NA, NA, NJ, 00000",2022-04-01,"NJ","EXPIRED"
"1577",NA,"SMOKE RIDGE SUPPLIES","NJ_22_3875",NA,2023-03-31,40.0583238,-74.4056612,"NA, NA, NJ, 00000",2022-04-01,"NJ","EXPIRED"
"1578",NA,"AKAAL BUSINESS,  INC","NJ_22_4090",NA,2023-03-31,40.0583238,-74.4056612,"NA, NA, NJ, 00000",2022-04-01,"NJ","EXPIRED"
"1579",NA,"RJJASWAL, L.L.C.","NJ_22_4104",NA,2023-03-31,40.0583238,-74.4056612,"NA, NA, NJ, 00000",2022-04-01,"NJ","EXPIRED"
"1580",NA,"GOLDEN UMBRELLA GROUP  INC","NJ_22_4123",NA,2023-03-31,40.0583238,-74.4056612,"NA, NA, NJ, 00000",2022-04-01,"NJ","EXPIRED"
"1581",NA,"D.I.A. SUPERMARKET LLC","NJ_22_4239",NA,2023-03-31,40.0583238,-74.4056612,"NA, NA, NJ, 00000",2022-04-01,"NJ","EXPIRED"
"1582",NA,"DREAMERS  SUPERMARKET 2 LIMITED LIABILITY COMPANY","NJ_22_4261",NA,2023-03-31,40.0583238,-74.4056612,"NA, NA, NJ, 00000",2022-04-01,"NJ","EXPIRED"
"1583",NA,"SOPHIA'S CANDY STORE","NJ_22_4418",NA,2023-03-31,40.0583238,-74.4056612,"NA, NA, NJ, 00000",2022-04-01,"NJ","EXPIRED"
"1584",NA,"VAPE N GLASS 2 LLC","NJ_22_4450",NA,2023-03-31,40.0583238,-74.4056612,"NA, NA, NJ, 00000",2022-04-01,"NJ","EXPIRED"
"1585",NA,"101 ROUTE 4 ASSOCIATES INC","NJ_22_4469",NA,2023-03-31,40.0583238,-74.4056612,"NA, NA, NJ, 00000",2022-04-01,"NJ","EXPIRED"
"1586",NA,"PUFF CITY LIMITED LIABILITY COMPANY","NJ_22_4811",NA,2023-03-31,40.0583238,-74.4056612,"NA, NA, NJ, 00000",2022-04-01,"NJ","EXPIRED"
"1587",NA,"TOBACCO TOWN  LIMITED LIABILITY COMPANY","NJ_22_4812",NA,2023-03-31,40.0583238,-74.4056612,"NA, NA, NJ, 00000",2022-04-01,"NJ","EXPIRED"
"1588",NA,"TOBACCO TOWN  LIMITED LIABILITY COMPANY","NJ_22_4813",NA,2023-03-31,40.0583238,-74.4056612,"NA, NA, NJ, 00000",2022-04-01,"NJ","EXPIRED"
"1589",NA,"ZINEL & NEEL, LLC","NJ_22_4854",NA,2023-03-31,40.0583238,-74.4056612,"NA, NA, NJ, 00000",2022-04-01,"NJ","EXPIRED"
"1590",NA,"GOBRANDS, INC.","NJ_22_4952",NA,2023-03-31,40.0583238,-74.4056612,"NA, NA, NJ, 00000",2022-04-01,"NJ","EXPIRED"
"1591",NA,"LIQUOR LOT","NJ_22_4977",NA,2023-03-31,40.0583238,-74.4056612,"NA, NA, NJ, 00000",2022-04-01,"NJ","EXPIRED"
"1592",NA,"MT PROSPECT GROCERY STORE 1 LLC","NJ_22_5036",NA,2023-03-31,40.0583238,-74.4056612,"NA, NA, NJ, 00000",2022-04-01,"NJ","EXPIRED"
"1593",NA,"DOLLAR GENERAL STORE # 22337","NJ_22_5468",NA,2023-03-31,40.0583238,-74.4056612,"NA, NA, NJ, 00000",2022-04-01,"NJ","EXPIRED"
"1594",NA,"DOLLAR GENERAL STORE# 22917","NJ_22_5469",NA,2023-03-31,40.0583238,-74.4056612,"NA, NA, NJ, 00000",2022-04-01,"NJ","EXPIRED"
"1595",NA,"DOLLAR GENERAL STORE # 24165","NJ_22_5470",NA,2023-03-31,40.0583238,-74.4056612,"NA, NA, NJ, 00000",2022-04-01,"NJ","EXPIRED"
"1596",NA,"DOLGEN, LLC","NJ_22_5471",NA,2023-03-31,40.0583238,-74.4056612,"NA, NA, NJ, 00000",2022-04-01,"NJ","EXPIRED"
"1597",NA,"FRANK'S DELI, LLC","NJ_22_5499",NA,2023-03-31,40.0583238,-74.4056612,"NA, NA, NJ, 00000",2022-04-01,"NJ","EXPIRED"
"1598",NA,"7-ELEVEN STORE #38462-H","NJ_22_5645",NA,2023-03-31,40.0583238,-74.4056612,"NA, NA, NJ, 00000",2022-04-01,"NJ","EXPIRED"
"1599",NA,"7-ELEVEN STORE #10954-H","NJ_22_5646",NA,2023-03-31,40.0583238,-74.4056612,"NA, NA, NJ, 00000",2022-04-01,"NJ","EXPIRED"
"1600",NA,"7-ELEVEN STORE #32162-K","NJ_22_5647",NA,2023-03-31,40.0583238,-74.4056612,"NA, NA, NJ, 00000",2022-04-01,"NJ","EXPIRED"
"1601",NA,"7-ELEVEN STORE #41819-H","NJ_22_5648",NA,2023-03-31,40.0583238,-74.4056612,"NA, NA, NJ, 00000",2022-04-01,"NJ","EXPIRED"
"1602",NA,"HOPEWELL VALLEY GOLF & COUNTRY CLUB, LLC","NJ_22_5750",NA,2023-03-31,40.0583238,-74.4056612,"NA, NA, NJ, 00000",2022-04-01,"NJ","EXPIRED"
"1603",NA,"CENTRAL DELI LLC","NJ_22_5834",NA,2023-03-31,40.0583238,-74.4056612,"NA, NA, NJ, 00000",2022-04-01,"NJ","EXPIRED"
"1604",NA,"EL RINCON SUPERMARKET 1 CORP","NJ_22_5839",NA,2023-03-31,40.0583238,-74.4056612,"NA, NA, NJ, 00000",2022-04-01,"NJ","EXPIRED"
"1605",NA,"SIMPLY GREAT LLC","NJ_22_5919",NA,2023-03-31,40.0583238,-74.4056612,"NA, NA, NJ, 00000",2022-04-01,"NJ","EXPIRED"
"1606",NA,"THE AIRBRUSH SPOT","NJ_22_6108",NA,2023-03-31,40.0583238,-74.4056612,"NA, NA, NJ, 00000",2022-04-01,"NJ","EXPIRED"
"1607",NA,"SHIVOHAM 3 LLC","NJ_22_6150",NA,2023-03-31,40.0583238,-74.4056612,"NA, NA, NJ, 00000",2022-04-01,"NJ","EXPIRED"
"1608",NA,"SEVA TRANSPORTATION INC","NJ_22_6385",NA,2023-03-31,40.0583238,-74.4056612,"NA, NA, NJ, 00000",2022-04-01,"NJ","EXPIRED"
"1609",NA,"M STAR SERVICES LLC","NJ_22_6404",NA,2023-03-31,40.0583238,-74.4056612,"NA, NA, NJ, 00000",2022-04-01,"NJ","EXPIRED"
"1610",NA,"ROMAN PIZZA OF BLAIRSTOWN LLC","NJ_22_6604",NA,2023-03-31,40.0583238,-74.4056612,"NA, NA, NJ, 00000",2022-04-01,"NJ","EXPIRED"
"1611",NA,"B-LINE DELI GROCERY & STORE LLC","NJ_22_6614",NA,2023-03-31,40.0583238,-74.4056612,"NA, NA, NJ, 00000",2022-04-01,"NJ","EXPIRED"
"1612",NA,"RAJIPO PRAGAT LIMITED LIABILITY COMPANY","NJ_22_6626",NA,2023-03-31,40.0583238,-74.4056612,"NA, NA, NJ, 00000",2022-04-01,"NJ","EXPIRED"
"1613",NA,"BRUNSWICK LIQUOR","NJ_22_6652",NA,2023-03-31,40.0583238,-74.4056612,"NA, NA, NJ, 00000",2022-04-01,"NJ","EXPIRED"
"1614",NA,"PAO DE ACUCAR A SUPERMARKET","NJ_22_6673",NA,2023-03-31,40.0583238,-74.4056612,"NA, NA, NJ, 00000",2022-04-01,"NJ","EXPIRED"
"1615",NA,"SETH PETROLEUM LLC","NJ_22_6867",NA,2023-03-31,40.0583238,-74.4056612,"NA, NA, NJ, 00000",2022-04-01,"NJ","EXPIRED"
"1616",NA,"7-ELEVEN STORE #39643-A","NJ_22_6895",NA,2023-03-31,40.0583238,-74.4056612,"NA, NA, NJ, 00000",2022-04-01,"NJ","EXPIRED"
"1617",NA,"THA AFTY LLC","NJ_22_6900",NA,2023-03-31,40.0583238,-74.4056612,"NA, NA, NJ, 00000",2022-04-01,"NJ","EXPIRED"
"1618",NA,"LB DOLLAR STORE INC","NJ_22_6908",NA,2023-03-31,40.0583238,-74.4056612,"NA, NA, NJ, 00000",2022-04-01,"NJ","EXPIRED"
"1619",NA,"ROCIO GROCERY LLC","NJ_22_6910",NA,2023-03-31,40.0583238,-74.4056612,"NA, NA, NJ, 00000",2022-04-01,"NJ","EXPIRED"
"1620",NA,"KEW GARDEN 347 WANG INC.","NJ_22_6921",NA,2023-03-31,40.0583238,-74.4056612,"NA, NA, NJ, 00000",2022-04-01,"NJ","EXPIRED"
"1621",NA,"CURTYS PLACE LLC","NJ_22_6978",NA,2023-03-31,40.0583238,-74.4056612,"NA, NA, NJ, 00000",2022-04-01,"NJ","EXPIRED"
"1622",NA,"CHILL FILL 504 INC","NJ_22_7003",NA,2023-03-31,40.0583238,-74.4056612,"NA, NA, NJ, 00000",2022-04-01,"NJ","EXPIRED"
"1623",NA,"LINEAR HOLDINGS LLC","NJ_22_7010",NA,2023-03-31,40.0583238,-74.4056612,"NA, NA, NJ, 00000",2022-04-01,"NJ","EXPIRED"
"1624",NA,"RT 40 LIQUOR","NJ_22_7038",NA,2023-03-31,40.0583238,-74.4056612,"NA, NA, NJ, 00000",2022-04-01,"NJ","EXPIRED"
"1625",NA,"TOWN GROCERY SUPERMARKET CORP","NJ_22_7049",NA,2023-03-31,40.0583238,-74.4056612,"NA, NA, NJ, 00000",2022-04-01,"NJ","EXPIRED"
"1626",NA,"WILLOW ASSOCIATE INC","NJ_22_7093",NA,2023-03-31,40.0583238,-74.4056612,"NA, NA, NJ, 00000",2022-04-01,"NJ","EXPIRED"
"1627",NA,"ROLL N SMOKE","NJ_22_7122",NA,2023-03-31,40.0583238,-74.4056612,"NA, NA, NJ, 00000",2022-04-01,"NJ","EXPIRED"
"1628",NA,"NJBH LIQUORS FOR LESS INC","NJ_22_7165",NA,2023-03-31,40.0583238,-74.4056612,"NA, NA, NJ, 00000",2022-04-01,"NJ","EXPIRED"
"1629",NA,"NATE'S NJ PHARMACY CORP.","NJ_22_7188",NA,2023-03-31,40.0583238,-74.4056612,"NA, NA, NJ, 00000",2022-04-01,"NJ","EXPIRED"
"1630",NA,"BAPU'S ENTERPRISE LLC","NJ_22_7242",NA,2023-03-31,40.0583238,-74.4056612,"NA, NA, NJ, 00000",2022-04-01,"NJ","EXPIRED"
"1631",NA,"AL PETROLEUM LLC","NJ_22_7256",NA,2023-03-31,40.0583238,-74.4056612,"NA, NA, NJ, 00000",2022-04-01,"NJ","EXPIRED"
"1632",NA,"JAY KRISHNA LLC","NJ_22_7270",NA,2023-03-31,40.0583238,-74.4056612,"NA, NA, NJ, 00000",2022-04-01,"NJ","EXPIRED"
"1633",NA,"JFW MONMOUTH JUNCTION INC","NJ_22_7273",NA,2023-03-31,40.0583238,-74.4056612,"NA, NA, NJ, 00000",2022-04-01,"NJ","EXPIRED"
"1634",NA,"RT 3 EDGEWOOD INC","NJ_22_7300",NA,2023-03-31,40.0583238,-74.4056612,"NA, NA, NJ, 00000",2022-04-01,"NJ","EXPIRED"
"1635",NA,"NIRMAN LLC","NJ_22_7316",NA,2023-03-31,40.0583238,-74.4056612,"NA, NA, NJ, 00000",2022-04-01,"NJ","EXPIRED"
"1636",NA,"KP & JP FUEL INC","NJ_22_7319",NA,2023-03-31,40.0583238,-74.4056612,"NA, NA, NJ, 00000",2022-04-01,"NJ","EXPIRED"
"1637",NA,"HSM PETROLEUM LLC","NJ_22_7332",NA,2023-03-31,40.0583238,-74.4056612,"NA, NA, NJ, 00000",2022-04-01,"NJ","EXPIRED"
"1638",NA,"LETS TALK GROCERIES WITH LOVE THY STYLE LLC","NJ_22_7370",NA,2023-03-31,40.0583238,-74.4056612,"NA, NA, NJ, 00000",2022-04-01,"NJ","EXPIRED"
"1639",NA,"SHORE BEVERAGE INC.","NJ_22_7400",NA,2023-03-31,40.0583238,-74.4056612,"NA, NA, NJ, 00000",2022-04-01,"NJ","EXPIRED"
"1640",NA,"OM SAI 23 INC","NJ_22_7403",NA,2023-03-31,40.0583238,-74.4056612,"NA, NA, NJ, 00000",2022-04-01,"NJ","EXPIRED"
"1641",NA,"ALI TRADING INC","NJ_22_7430",NA,2023-03-31,40.0583238,-74.4056612,"NA, NA, NJ, 00000",2022-04-01,"NJ","EXPIRED"
"1642",NA,"ZEBBBY LLC","NJ_22_7447",NA,2023-03-31,40.0583238,-74.4056612,"NA, NA, NJ, 00000",2022-04-01,"NJ","EXPIRED"
"1643",NA,"502 GAS CORPORATION","NJ_22_7491",NA,2023-03-31,40.0583238,-74.4056612,"NA, NA, NJ, 00000",2022-04-01,"NJ","EXPIRED"
"1644",NA,"SRI SWAMI BAPA WEST DEPTFORD LLC","NJ_22_7495",NA,2023-03-31,40.0583238,-74.4056612,"NA, NA, NJ, 00000",2022-04-01,"NJ","EXPIRED"
"1645",NA,"TGL PARTNERS CORP.","NJ_22_7516",NA,2023-03-31,40.0583238,-74.4056612,"NA, NA, NJ, 00000",2022-04-01,"NJ","EXPIRED"
"1646",NA,"KARAN PETRO INC.","NJ_22_7526",NA,2023-03-31,40.0583238,-74.4056612,"NA, NA, NJ, 00000",2022-04-01,"NJ","EXPIRED"
"1647",NA,"GENERES MINIMARKET LLC","NJ_22_7530",NA,2023-03-31,40.0583238,-74.4056612,"NA, NA, NJ, 00000",2022-04-01,"NJ","EXPIRED"
"1648",NA,"JETA SERVICE STATION INC","NJ_22_7540",NA,2023-03-31,40.0583238,-74.4056612,"NA, NA, NJ, 00000",2022-04-01,"NJ","EXPIRED"
"1649",NA,"SEEHRA RT 88 BRICK LLC","NJ_22_7550",NA,2023-03-31,40.0583238,-74.4056612,"NA, NA, NJ, 00000",2022-04-01,"NJ","EXPIRED"
"1650",NA,"CITY GROCERY 2 LLC","NJ_22_7565",NA,2023-03-31,40.0583238,-74.4056612,"NA, NA, NJ, 00000",2022-04-01,"NJ","EXPIRED"
"1651",NA,"DAISY'S LIQUORS INC.","NJ_22_7567",NA,2023-03-31,40.0583238,-74.4056612,"NA, NA, NJ, 00000",2022-04-01,"NJ","EXPIRED"
"1652",NA,"4ZONE LLC","NJ_22_7571",NA,2023-03-31,40.0583238,-74.4056612,"NA, NA, NJ, 00000",2022-04-01,"NJ","EXPIRED"
"1653",NA,"D'NAPI LLC","NJ_22_7574",NA,2023-03-31,40.0583238,-74.4056612,"NA, NA, NJ, 00000",2022-04-01,"NJ","EXPIRED"
"1654",NA,"PKN ENTERPRISES LLC","NJ_22_7582",NA,2023-03-31,40.0583238,-74.4056612,"NA, NA, NJ, 00000",2022-04-01,"NJ","EXPIRED"
"1655",NA,"REY'S MINI MARKET III LLC","NJ_22_7589",NA,2023-03-31,40.0583238,-74.4056612,"NA, NA, NJ, 00000",2022-04-01,"NJ","EXPIRED"
"1656",NA,"JONATHAN'S LIQUOR STORE LLC","NJ_22_7602",NA,2023-03-31,40.0583238,-74.4056612,"NA, NA, NJ, 00000",2022-04-01,"NJ","EXPIRED"
"1657",NA,"ANOOD EXPRESS LLC","NJ_22_7603",NA,2023-03-31,40.0583238,-74.4056612,"NA, NA, NJ, 00000",2022-04-01,"NJ","EXPIRED"
"1658",NA,"AMRAH USA LLC","NJ_22_7604",NA,2023-03-31,40.0583238,-74.4056612,"NA, NA, NJ, 00000",2022-04-01,"NJ","EXPIRED"
"1659",NA,"SMOKE N VAPE PARK LLC","NJ_22_7607",NA,2023-03-31,40.0583238,-74.4056612,"NA, NA, NJ, 00000",2022-04-01,"NJ","EXPIRED"
"1660",NA,"328 FUEL INC","NJ_22_7614",NA,2023-03-31,40.0583238,-74.4056612,"NA, NA, NJ, 00000",2022-04-01,"NJ","EXPIRED"
"1661",NA,"LALJI GURU CORPORATION","NJ_22_7615",NA,2023-03-31,40.0583238,-74.4056612,"NA, NA, NJ, 00000",2022-04-01,"NJ","EXPIRED"
"1662",NA,"GOODLUCK FOOD MART INC","NJ_22_7632",NA,2023-03-31,40.0583238,-74.4056612,"NA, NA, NJ, 00000",2022-04-01,"NJ","EXPIRED"
"1663",NA,"ANGEL DELI GROCERY","NJ_22_7639",NA,2023-03-31,40.0583238,-74.4056612,"NA, NA, NJ, 00000",2022-04-01,"NJ","EXPIRED"
"1664",NA,"NAMASTE MOMO COTTAGE","NJ_22_7643",NA,2023-03-31,40.0583238,-74.4056612,"NA, NA, NJ, 00000",2022-04-01,"NJ","EXPIRED"
"1665",NA,"SPIRITS UNLIMITED","NJ_22_7647",NA,2023-03-31,40.0583238,-74.4056612,"NA, NA, NJ, 00000",2022-04-01,"NJ","EXPIRED"
"1666",NA,"JANSHA LLC","NJ_22_7648",NA,2023-03-31,40.0583238,-74.4056612,"NA, NA, NJ, 00000",2022-04-01,"NJ","EXPIRED"
"1667",NA,"GASTON TO GO LLC","NJ_22_7654",NA,2023-03-31,40.0583238,-74.4056612,"NA, NA, NJ, 00000",2022-04-01,"NJ","EXPIRED"
"1668",NA,"WINE LIQUOR SHOP","NJ_22_7675",NA,2023-03-31,40.0583238,-74.4056612,"NA, NA, NJ, 00000",2022-04-01,"NJ","EXPIRED"
"1669",NA,"RELIANCE PHARMA INC","NJ_22_7678",NA,2023-03-31,40.0583238,-74.4056612,"NA, NA, NJ, 00000",2022-04-01,"NJ","EXPIRED"
"1670",NA,"TOBACCO CITY LLC","NJ_22_7682",NA,2023-03-31,40.0583238,-74.4056612,"NA, NA, NJ, 00000",2022-04-01,"NJ","EXPIRED"
"1671",NA,"SREEYA INC","NJ_22_7702",NA,2023-03-31,40.0583238,-74.4056612,"NA, NA, NJ, 00000",2022-04-01,"NJ","EXPIRED"
"1672",NA,"THE LEAF JOINT LLC","NJ_22_7706",NA,2023-03-31,40.0583238,-74.4056612,"NA, NA, NJ, 00000",2022-04-01,"NJ","EXPIRED"
"1673",NA,"YG-SQUARED L.L.C.","NJ_22_7708",NA,2023-03-31,40.0583238,-74.4056612,"NA, NA, NJ, 00000",2022-04-01,"NJ","EXPIRED"
"1674",NA,"JENNY'S MINI MARKET 2 LLC","NJ_22_7709",NA,2023-03-31,40.0583238,-74.4056612,"NA, NA, NJ, 00000",2022-04-01,"NJ","EXPIRED"
"1675",NA,"CUTUPU GROCERY LLC","NJ_22_7710",NA,2023-03-31,40.0583238,-74.4056612,"NA, NA, NJ, 00000",2022-04-01,"NJ","EXPIRED"
"1676",NA,"JAHARI VEND COMPANY LLC","NJ_22_7723",NA,2023-03-31,40.0583238,-74.4056612,"NA, NA, NJ, 00000",2022-04-01,"NJ","EXPIRED"
"1677",NA,"C&C DELI AND GROCERY LIMITED LIABILITY PARTNERSHIP","NJ_22_7726",NA,2023-03-31,40.0583238,-74.4056612,"NA, NA, NJ, 00000",2022-04-01,"NJ","EXPIRED"
"1678",NA,"KASHTBHANJAN DEV INC","NJ_22_7728",NA,2023-03-31,40.0583238,-74.4056612,"NA, NA, NJ, 00000",2022-04-01,"NJ","EXPIRED"
"1679",NA,"HILLSIDE WINE INC","NJ_22_7740",NA,2023-03-31,40.0583238,-74.4056612,"NA, NA, NJ, 00000",2022-04-01,"NJ","EXPIRED"
"1680",NA,"PEEKAY LIQUOR LLC","NJ_22_7742",NA,2023-03-31,40.0583238,-74.4056612,"NA, NA, NJ, 00000",2022-04-01,"NJ","EXPIRED"
"1681",NA,"GATEWAY DISCOUNT LIQUORS LLC","NJ_22_7746",NA,2023-03-31,40.0583238,-74.4056612,"NA, NA, NJ, 00000",2022-04-01,"NJ","EXPIRED"
"1682",NA,"BESTMART LLC","NJ_22_7751",NA,2023-03-31,40.0583238,-74.4056612,"NA, NA, NJ, 00000",2022-04-01,"NJ","EXPIRED"
"1683",NA,"WILLIAMS DELIGHTS LLC","NJ_22_7752",NA,2023-03-31,40.0583238,-74.4056612,"NA, NA, NJ, 00000",2022-04-01,"NJ","EXPIRED"
"1684",NA,"SOMERVILLE FUEL INC.","NJ_22_7761",NA,2023-03-31,40.0583238,-74.4056612,"NA, NA, NJ, 00000",2022-04-01,"NJ","EXPIRED"
"1685",NA,"COUNTRY CLUB  FUEL INC","NJ_22_7763",NA,2023-03-31,40.0583238,-74.4056612,"NA, NA, NJ, 00000",2022-04-01,"NJ","EXPIRED"
"1686",NA,"JOE'S SMOKE SHOP & HOOKAH INC","NJ_22_7766",NA,2023-03-31,40.0583238,-74.4056612,"NA, NA, NJ, 00000",2022-04-01,"NJ","EXPIRED"
"1687",NA,"APPLEGREEN NJ WELCOME CENTRES LLC","NJ_22_7787",NA,2023-03-31,40.0583238,-74.4056612,"NA, NA, NJ, 00000",2022-04-01,"NJ","EXPIRED"
"1688",NA,"APPLEGREEN NJ WELCOME CENTRES LLC","NJ_22_7788",NA,2023-03-31,40.0583238,-74.4056612,"NA, NA, NJ, 00000",2022-04-01,"NJ","EXPIRED"
"1689",NA,"DJ SUPPLIES LLC","NJ_22_7793",NA,2023-03-31,40.0583238,-74.4056612,"NA, NA, NJ, 00000",2022-04-01,"NJ","EXPIRED"
